# No.	h	k	l	K_0	K_1	K_2	Intensity
386	-22	-1	10	-1.54099000	-0.07004500	0.70045000	0.00000000
387	-22	0	-10	-1.54099000	0.00000000	-0.70045000	0.00004021
388	-22	0	-9	-1.54099000	0.00000000	-0.63040500	0.00000000
389	-22	0	-8	-1.54099000	0.00000000	-0.56036000	0.00000000
390	-22	0	-7	-1.54099000	0.00000000	-0.49031500	0.00000000
391	-22	0	-6	-1.54099000	0.00000000	-0.42027000	0.00000000
392	-22	0	-5	-1.54099000	0.00000000	-0.35022500	0.00002350
393	-22	0	-4	-1.54099000	0.00000000	-0.28018000	0.00000000
394	-22	0	-3	-1.54099000	0.00000000	-0.21013500	0.00000000
395	-22	0	-2	-1.54099000	0.00000000	-0.14009000	0.00000000
396	-22	0	-1	-1.54099000	0.00000000	-0.07004500	0.00000000
397	-22	0	0	-1.54099000	0.00000000	0.00000000	0.00004630
398	-22	0	1	-1.54099000	0.00000000	0.07004500	0.00000000
399	-22	0	2	-1.54099000	0.00000000	0.14009000	0.00000000
400	-22	0	3	-1.54099000	0.00000000	0.21013500	0.00000000
401	-22	0	4	-1.54099000	0.00000000	0.28018000	0.00000000
402	-22	0	5	-1.54099000	0.00000000	0.35022500	0.00002350
403	-22	0	6	-1.54099000	0.00000000	0.42027000	0.00000000
404	-22	0	7	-1.54099000	0.00000000	0.49031500	0.00000000
405	-22	0	8	-1.54099000	0.00000000	0.56036000	0.00000000
406	-22	0	9	-1.54099000	0.00000000	0.63040500	0.00000000
407	-22	0	10	-1.54099000	0.00000000	0.70045000	0.00004021
408	-22	1	-10	-1.54099000	0.07004500	-0.70045000	0.00000000
409	-22	1	-9	-1.54099000	0.07004500	-0.63040500	0.00000000
410	-22	1	-8	-1.54099000	0.07004500	-0.56036000	0.00000000
411	-22	1	-7	-1.54099000	0.07004500	-0.49031500	0.00000000
412	-22	1	-6	-1.54099000	0.07004500	-0.42027000	0.00000000
413	-22	1	-5	-1.54099000	0.07004500	-0.35022500	0.00000000
414	-22	1	-4	-1.54099000	0.07004500	-0.28018000	0.00000000
415	-22	1	-3	-1.54099000	0.07004500	-0.21013500	0.00000000
416	-22	1	-2	-1.54099000	0.07004500	-0.14009000	0.00000000
417	-22	1	-1	-1.54099000	0.07004500	-0.07004500	0.00000000
418	-22	1	0	-1.54099000	0.07004500	0.00000000	0.00000000
419	-22	1	1	-1.54099000	0.07004500	0.07004500	0.00000000
420	-22	1	2	-1.54099000	0.07004500	0.14009000	0.00000000
421	-22	1	3	-1.54099000	0.07004500	0.21013500	0.00000000
422	-22	1	4	-1.54099000	0.07004500	0.28018000	0.00000000
423	-22	1	5	-1.54099000	0.07004500	0.35022500	0.00000000
424	-22	1	6	-1.54099000	0.07004500	0.42027000	0.00000000
425	-22	1	7	-1.54099000	0.07004500	0.49031500	0.00000000
426	-22	1	8	-1.54099000	0.07004500	0.56036000	0.00000000
427	-22	1	9	-1.54099000	0.07004500	0.63040500	0.00000000
428	-22	1	10	-1.54099000	0.07004500	0.70045000	0.00000000
429	-22	2	-10	-1.54099000	0.14009000	-0.70045000	0.00000000
430	-22	2	-9	-1.54099000	0.14009000	-0.63040500	0.00000000
431	-22	2	-8	-1.54099000	0.14009000	-0.56036000	0.00000000
432	-22	2	-7	-1.54099000	0.14009000	-0.49031500	0.00000000
433	-22	2	-6	-1.54099000	0.14009000	-0.42027000	0.00000000
434	-22	2	-5	-1.54099000	0.14009000	-0.35022500	0.00000000
435	-22	2	-4	-1.54099000	0.14009000	-0.28018000	0.00000000
436	-22	2	-3	-1.54099000	0.14009000	-0.21013500	0.00000000
437	-22	2	-2	-1.54099000	0.14009000	-0.14009000	0.00000000
438	-22	2	-1	-1.54099000	0.14009000	-0.07004500	0.00000000
439	-22	2	0	-1.54099000	0.14009000	0.00000000	0.00000000
440	-22	2	1	-1.54099000	0.14009000	0.07004500	0.00000000
441	-22	2	2	-1.54099000	0.14009000	0.14009000	0.00000000
442	-22	2	3	-1.54099000	0.14009000	0.21013500	0.00000000
443	-22	2	4	-1.54099000	0.14009000	0.28018000	0.00000000
444	-22	2	5	-1.54099000	0.14009000	0.35022500	0.00000000
445	-22	2	6	-1.54099000	0.14009000	0.42027000	0.00000000
446	-22	2	7	-1.54099000	0.14009000	0.49031500	0.00000000
447	-22	2	8	-1.54099000	0.14009000	0.56036000	0.00000000
448	-22	2	9	-1.54099000	0.14009000	0.63040500	0.00000000
449	-22	2	10	-1.54099000	0.14009000	0.70045000	0.00000000
450	-22	3	-9	-1.54099000	0.21013500	-0.63040500	0.00000000
451	-22	3	-8	-1.54099000	0.21013500	-0.56036000	0.00000000
452	-22	3	-7	-1.54099000	0.21013500	-0.49031500	0.00000000
453	-22	3	-6	-1.54099000	0.21013500	-0.42027000	0.00000000
454	-22	3	-5	-1.54099000	0.21013500	-0.35022500	0.00000000
455	-22	3	-4	-1.54099000	0.21013500	-0.28018000	0.00000000
456	-22	3	-3	-1.54099000	0.21013500	-0.21013500	0.00000000
457	-22	3	-2	-1.54099000	0.21013500	-0.14009000	0.00000000
458	-22	3	-1	-1.54099000	0.21013500	-0.07004500	0.00000000
459	-22	3	0	-1.54099000	0.21013500	0.00000000	0.00000000
460	-22	3	1	-1.54099000	0.21013500	0.07004500	0.00000000
461	-22	3	2	-1.54099000	0.21013500	0.14009000	0.00000000
462	-22	3	3	-1.54099000	0.21013500	0.21013500	0.00000000
463	-22	3	4	-1.54099000	0.21013500	0.28018000	0.00000000
464	-22	3	5	-1.54099000	0.21013500	0.35022500	0.00000000
465	-22	3	6	-1.54099000	0.21013500	0.42027000	0.00000000
466	-22	3	7	-1.54099000	0.21013500	0.49031500	0.00000000
467	-22	3	8	-1.54099000	0.21013500	0.56036000	0.00000000
468	-22	3	9	-1.54099000	0.21013500	0.63040500	0.00000000
469	-22	4	-9	-1.54099000	0.28018000	-0.63040500	0.00000000
470	-22	4	-8	-1.54099000	0.28018000	-0.56036000	0.00000000
471	-22	4	-7	-1.54099000	0.28018000	-0.49031500	0.00000000
472	-22	4	-6	-1.54099000	0.28018000	-0.42027000	0.00000000
473	-22	4	-5	-1.54099000	0.28018000	-0.35022500	0.00000000
474	-22	4	-4	-1.54099000	0.28018000	-0.28018000	0.00000000
475	-22	4	-3	-1.54099000	0.28018000	-0.21013500	0.00000000
476	-22	4	-2	-1.54099000	0.28018000	-0.14009000	0.00000000
477	-22	4	-1	-1.54099000	0.28018000	-0.07004500	0.00000000
478	-22	4	0	-1.54099000	0.28018000	0.00000000	0.00000000
479	-22	4	1	-1.54099000	0.28018000	0.07004500	0.00000000
480	-22	4	2	-1.54099000	0.28018000	0.14009000	0.00000000
481	-22	4	3	-1.54099000	0.28018000	0.21013500	0.00000000
482	-22	4	4	-1.54099000	0.28018000	0.28018000	0.00000000
483	-22	4	5	-1.54099000	0.28018000	0.35022500	0.00000000
484	-22	4	6	-1.54099000	0.28018000	0.42027000	0.00000000
485	-22	4	7	-1.54099000	0.28018000	0.49031500	0.00000000
486	-22	4	8	-1.54099000	0.28018000	0.56036000	0.00000000
487	-22	4	9	-1.54099000	0.28018000	0.63040500	0.00000000
488	-22	5	-8	-1.54099000	0.35022500	-0.56036000	0.00000000
489	-22	5	-7	-1.54099000	0.35022500	-0.49031500	0.00000000
490	-22	5	-6	-1.54099000	0.35022500	-0.42027000	0.00000000
491	-22	5	-5	-1.54099000	0.35022500	-0.35022500	0.00004293
492	-22	5	-4	-1.54099000	0.35022500	-0.28018000	0.00000000
493	-22	5	-3	-1.54099000	0.35022500	-0.21013500	0.00000000
494	-22	5	-2	-1.54099000	0.35022500	-0.14009000	0.00000000
495	-22	5	-1	-1.54099000	0.35022500	-0.07004500	0.00000000
496	-22	5	0	-1.54099000	0.35022500	0.00000000	0.00002350
497	-22	5	1	-1.54099000	0.35022500	0.07004500	0.00000000
498	-22	5	2	-1.54099000	0.35022500	0.14009000	0.00000000
499	-22	5	3	-1.54099000	0.35022500	0.21013500	0.00000000
500	-22	5	4	-1.54099000	0.35022500	0.28018000	0.00000000
501	-22	5	5	-1.54099000	0.35022500	0.35022500	0.00004293
502	-22	5	6	-1.54099000	0.35022500	0.42027000	0.00000000
503	-22	5	7	-1.54099000	0.35022500	0.49031500	0.00000000
504	-22	5	8	-1.54099000	0.35022500	0.56036000	0.00000000
505	-22	6	-8	-1.54099000	0.42027000	-0.56036000	0.00000000
506	-22	6	-7	-1.54099000	0.42027000	-0.49031500	0.00000000
507	-22	6	-6	-1.54099000	0.42027000	-0.42027000	0.00000000
508	-22	6	-5	-1.54099000	0.42027000	-0.35022500	0.00000000
509	-22	6	-4	-1.54099000	0.42027000	-0.28018000	0.00000000
510	-22	6	-3	-1.54099000	0.42027000	-0.21013500	0.00000000
511	-22	6	-2	-1.54099000	0.42027000	-0.14009000	0.00000000
512	-22	6	-1	-1.54099000	0.42027000	-0.07004500	0.00000000
513	-22	6	0	-1.54099000	0.42027000	0.00000000	0.00000000
514	-22	6	1	-1.54099000	0.42027000	0.07004500	0.00000000
515	-22	6	2	-1.54099000	0.42027000	0.14009000	0.00000000
516	-22	6	3	-1.54099000	0.42027000	0.21013500	0.00000000
517	-22	6	4	-1.54099000	0.42027000	0.28018000	0.00000000
518	-22	6	5	-1.54099000	0.42027000	0.35022500	0.00000000
519	-22	6	6	-1.54099000	0.42027000	0.42027000	0.00000000
520	-22	6	7	-1.54099000	0.42027000	0.49031500	0.00000000
521	-22	6	8	-1.54099000	0.42027000	0.56036000	0.00000000
522	-22	7	-7	-1.54099000	0.49031500	-0.49031500	0.00000000
523	-22	7	-6	-1.54099000	0.49031500	-0.42027000	0.00000000
524	-22	7	-5	-1.54099000	0.49031500	-0.35022500	0.00000000
525	-22	7	-4	-1.54099000	0.49031500	-0.28018000	0.00000000
526	-22	7	-3	-1.54099000	0.49031500	-0.21013500	0.00000000
527	-22	7	-2	-1.54099000	0.49031500	-0.14009000	0.00000000
528	-22	7	-1	-1.54099000	0.49031500	-0.07004500	0.00000000
529	-22	7	0	-1.54099000	0.49031500	0.00000000	0.00000000
530	-22	7	1	-1.54099000	0.49031500	0.07004500	0.00000000
531	-22	7	2	-1.54099000	0.49031500	0.14009000	0.00000000
532	-22	7	3	-1.54099000	0.49031500	0.21013500	0.00000000
533	-22	7	4	-1.54099000	0.49031500	0.28018000	0.00000000
534	-22	7	5	-1.54099000	0.49031500	0.35022500	0.00000000
535	-22	7	6	-1.54099000	0.49031500	0.42027000	0.00000000
536	-22	7	7	-1.54099000	0.49031500	0.49031500	0.00000000
537	-22	8	-6	-1.54099000	0.56036000	-0.42027000	0.00000000
538	-22	8	-5	-1.54099000	0.56036000	-0.35022500	0.00000000
539	-22	8	-4	-1.54099000	0.56036000	-0.28018000	0.00000000
540	-22	8	-3	-1.54099000	0.56036000	-0.21013500	0.00000000
541	-22	8	-2	-1.54099000	0.56036000	-0.14009000	0.00000000
542	-22	8	-1	-1.54099000	0.56036000	-0.07004500	0.00000000
543	-22	8	0	-1.54099000	0.56036000	0.00000000	0.00000000
544	-22	8	1	-1.54099000	0.56036000	0.07004500	0.00000000
545	-22	8	2	-1.54099000	0.56036000	0.14009000	0.00000000
546	-22	8	3	-1.54099000	0.56036000	0.21013500	0.00000000
547	-22	8	4	-1.54099000	0.56036000	0.28018000	0.00000000
548	-22	8	5	-1.54099000	0.56036000	0.35022500	0.00000000
549	-22	8	6	-1.54099000	0.56036000	0.42027000	0.00000000
550	-22	9	-4	-1.54099000	0.63040500	-0.28018000	0.00000000
551	-22	9	-3	-1.54099000	0.63040500	-0.21013500	0.00000000
552	-22	9	-2	-1.54099000	0.63040500	-0.14009000	0.00000000
553	-22	9	-1	-1.54099000	0.63040500	-0.07004500	0.00000000
554	-22	9	0	-1.54099000	0.63040500	0.00000000	0.00000000
555	-22	9	1	-1.54099000	0.63040500	0.07004500	0.00000000
556	-22	9	2	-1.54099000	0.63040500	0.14009000	0.00000000
557	-22	9	3	-1.54099000	0.63040500	0.21013500	0.00000000
558	-22	9	4	-1.54099000	0.63040500	0.28018000	0.00000000
559	-22	10	-2	-1.54099000	0.70045000	-0.14009000	0.00000000
560	-22	10	-1	-1.54099000	0.70045000	-0.07004500	0.00000000
561	-22	10	0	-1.54099000	0.70045000	0.00000000	0.00004021
562	-22	10	1	-1.54099000	0.70045000	0.07004500	0.00000000
563	-22	10	2	-1.54099000	0.70045000	0.14009000	0.00000000
564	-21	-12	-2	-1.47094500	-0.84054000	-0.14009000	0.00000000
565	-21	-12	-1	-1.47094500	-0.84054000	-0.07004500	0.00000000
566	-21	-12	0	-1.47094500	-0.84054000	0.00000000	0.00000000
567	-21	-12	1	-1.47094500	-0.84054000	0.07004500	0.00000000
568	-21	-12	2	-1.47094500	-0.84054000	0.14009000	0.00000000
569	-21	-11	-5	-1.47094500	-0.77049500	-0.35022500	0.00000000
570	-21	-11	-4	-1.47094500	-0.77049500	-0.28018000	0.00000000
571	-21	-11	-3	-1.47094500	-0.77049500	-0.21013500	0.00000000
572	-21	-11	-2	-1.47094500	-0.77049500	-0.14009000	0.00000000
573	-21	-11	-1	-1.47094500	-0.77049500	-0.07004500	0.00000000
574	-21	-11	0	-1.47094500	-0.77049500	0.00000000	0.00000000
575	-21	-11	1	-1.47094500	-0.77049500	0.07004500	0.00000000
576	-21	-11	2	-1.47094500	-0.77049500	0.14009000	0.00000000
577	-21	-11	3	-1.47094500	-0.77049500	0.21013500	0.00000000
578	-21	-11	4	-1.47094500	-0.77049500	0.28018000	0.00000000
579	-21	-11	5	-1.47094500	-0.77049500	0.35022500	0.00000000
580	-21	-10	-6	-1.47094500	-0.70045000	-0.42027000	0.00000000
581	-21	-10	-5	-1.47094500	-0.70045000	-0.35022500	0.00001432
582	-21	-10	-4	-1.47094500	-0.70045000	-0.28018000	0.00000000
583	-21	-10	-3	-1.47094500	-0.70045000	-0.21013500	0.00000000
584	-21	-10	-2	-1.47094500	-0.70045000	-0.14009000	0.00000000
585	-21	-10	-1	-1.47094500	-0.70045000	-0.07004500	0.00000000
586	-21	-10	0	-1.47094500	-0.70045000	0.00000000	0.00014016
587	-21	-10	1	-1.47094500	-0.70045000	0.07004500	0.00000000
588	-21	-10	2	-1.47094500	-0.70045000	0.14009000	0.00000000
589	-21	-10	3	-1.47094500	-0.70045000	0.21013500	0.00000000
590	-21	-10	4	-1.47094500	-0.70045000	0.28018000	0.00000000
591	-21	-10	5	-1.47094500	-0.70045000	0.35022500	0.00001431
592	-21	-10	6	-1.47094500	-0.70045000	0.42027000	0.00000000
593	-21	-9	-8	-1.47094500	-0.63040500	-0.56036000	0.00000000
594	-21	-9	-7	-1.47094500	-0.63040500	-0.49031500	0.00000000
595	-21	-9	-6	-1.47094500	-0.63040500	-0.42027000	0.00000000
596	-21	-9	-5	-1.47094500	-0.63040500	-0.35022500	0.00000000
597	-21	-9	-4	-1.47094500	-0.63040500	-0.28018000	0.00000000
598	-21	-9	-3	-1.47094500	-0.63040500	-0.21013500	0.00000000
599	-21	-9	-2	-1.47094500	-0.63040500	-0.14009000	0.00000000
600	-21	-9	-1	-1.47094500	-0.63040500	-0.07004500	0.00000000
601	-21	-9	0	-1.47094500	-0.63040500	0.00000000	0.00000000
602	-21	-9	1	-1.47094500	-0.63040500	0.07004500	0.00000000
603	-21	-9	2	-1.47094500	-0.63040500	0.14009000	0.00000000
604	-21	-9	3	-1.47094500	-0.63040500	0.21013500	0.00000000
605	-21	-9	4	-1.47094500	-0.63040500	0.28018000	0.00000000
606	-21	-9	5	-1.47094500	-0.63040500	0.35022500	0.00000000
607	-21	-9	6	-1.47094500	-0.63040500	0.42027000	0.00000000
608	-21	-9	7	-1.47094500	-0.63040500	0.49031500	0.00000000
609	-21	-9	8	-1.47094500	-0.63040500	0.56036000	0.00000000
610	-21	-8	-9	-1.47094500	-0.56036000	-0.63040500	0.00000000
611	-21	-8	-8	-1.47094500	-0.56036000	-0.56036000	0.00000000
612	-21	-8	-7	-1.47094500	-0.56036000	-0.49031500	0.00000000
613	-21	-8	-6	-1.47094500	-0.56036000	-0.42027000	0.00000000
614	-21	-8	-5	-1.47094500	-0.56036000	-0.35022500	0.00000000
615	-21	-8	-4	-1.47094500	-0.56036000	-0.28018000	0.00000000
616	-21	-8	-3	-1.47094500	-0.56036000	-0.21013500	0.00000000
617	-21	-8	-2	-1.47094500	-0.56036000	-0.14009000	0.00000000
618	-21	-8	-1	-1.47094500	-0.56036000	-0.07004500	0.00000000
619	-21	-8	0	-1.47094500	-0.56036000	0.00000000	0.00000000
620	-21	-8	1	-1.47094500	-0.56036000	0.07004500	0.00000000
621	-21	-8	2	-1.47094500	-0.56036000	0.14009000	0.00000000
622	-21	-8	3	-1.47094500	-0.56036000	0.21013500	0.00000000
623	-21	-8	4	-1.47094500	-0.56036000	0.28018000	0.00000000
624	-21	-8	5	-1.47094500	-0.56036000	0.35022500	0.00000000
625	-21	-8	6	-1.47094500	-0.56036000	0.42027000	0.00000000
626	-21	-8	7	-1.47094500	-0.56036000	0.49031500	0.00000000
627	-21	-8	8	-1.47094500	-0.56036000	0.56036000	0.00000000
628	-21	-8	9	-1.47094500	-0.56036000	0.63040500	0.00000000
629	-21	-7	-9	-1.47094500	-0.49031500	-0.63040500	0.00000000
630	-21	-7	-8	-1.47094500	-0.49031500	-0.56036000	0.00000000
631	-21	-7	-7	-1.47094500	-0.49031500	-0.49031500	0.00000000
632	-21	-7	-6	-1.47094500	-0.49031500	-0.42027000	0.00000000
633	-21	-7	-5	-1.47094500	-0.49031500	-0.35022500	0.00000000
634	-21	-7	-4	-1.47094500	-0.49031500	-0.28018000	0.00000000
635	-21	-7	-3	-1.47094500	-0.49031500	-0.21013500	0.00000000
636	-21	-7	-2	-1.47094500	-0.49031500	-0.14009000	0.00000000
637	-21	-7	-1	-1.47094500	-0.49031500	-0.07004500	0.00000000
638	-21	-7	0	-1.47094500	-0.49031500	0.00000000	0.00000000
639	-21	-7	1	-1.47094500	-0.49031500	0.07004500	0.00000000
640	-21	-7	2	-1.47094500	-0.49031500	0.14009000	0.00000000
641	-21	-7	3	-1.47094500	-0.49031500	0.21013500	0.00000000
642	-21	-7	4	-1.47094500	-0.49031500	0.28018000	0.00000000
643	-21	-7	5	-1.47094500	-0.49031500	0.35022500	0.00000000
644	-21	-7	6	-1.47094500	-0.49031500	0.42027000	0.00000000
645	-21	-7	7	-1.47094500	-0.49031500	0.49031500	0.00000000
646	-21	-7	8	-1.47094500	-0.49031500	0.56036000	0.00000000
647	-21	-7	9	-1.47094500	-0.49031500	0.63040500	0.00000000
648	-21	-6	-10	-1.47094500	-0.42027000	-0.70045000	0.00000000
649	-21	-6	-9	-1.47094500	-0.42027000	-0.63040500	0.00000000
650	-21	-6	-8	-1.47094500	-0.42027000	-0.56036000	0.00000000
651	-21	-6	-7	-1.47094500	-0.42027000	-0.49031500	0.00000000
652	-21	-6	-6	-1.47094500	-0.42027000	-0.42027000	0.00000000
653	-21	-6	-5	-1.47094500	-0.42027000	-0.35022500	0.00000000
654	-21	-6	-4	-1.47094500	-0.42027000	-0.28018000	0.00000000
655	-21	-6	-3	-1.47094500	-0.42027000	-0.21013500	0.00000000
656	-21	-6	-2	-1.47094500	-0.42027000	-0.14009000	0.00000000
657	-21	-6	-1	-1.47094500	-0.42027000	-0.07004500	0.00000000
658	-21	-6	0	-1.47094500	-0.42027000	0.00000000	0.00000000
659	-21	-6	1	-1.47094500	-0.42027000	0.07004500	0.00000000
660	-21	-6	2	-1.47094500	-0.42027000	0.14009000	0.00000000
661	-21	-6	3	-1.47094500	-0.42027000	0.21013500	0.00000000
662	-21	-6	4	-1.47094500	-0.42027000	0.28018000	0.00000000
663	-21	-6	5	-1.47094500	-0.42027000	0.35022500	0.00000000
664	-21	-6	6	-1.47094500	-0.42027000	0.42027000	0.00000000
665	-21	-6	7	-1.47094500	-0.42027000	0.49031500	0.00000000
666	-21	-6	8	-1.47094500	-0.42027000	0.56036000	0.00000000
667	-21	-6	9	-1.47094500	-0.42027000	0.63040500	0.00000000
668	-21	-6	10	-1.47094500	-0.42027000	0.70045000	0.00000000
669	-21	-5	-11	-1.47094500	-0.35022500	-0.77049500	0.00000000
670	-21	-5	-10	-1.47094500	-0.35022500	-0.70045000	0.00001432
671	-21	-5	-9	-1.47094500	-0.35022500	-0.63040500	0.00000000
672	-21	-5	-8	-1.47094500	-0.35022500	-0.56036000	0.00000000
673	-21	-5	-7	-1.47094500	-0.35022500	-0.49031500	0.00000000
674	-21	-5	-6	-1.47094500	-0.35022500	-0.42027000	0.00000000
675	-21	-5	-5	-1.47094500	-0.35022500	-0.35022500	0.00015091
676	-21	-5	-4	-1.47094500	-0.35022500	-0.28018000	0.00000000
677	-21	-5	-3	-1.47094500	-0.35022500	-0.21013500	0.00000000
678	-21	-5	-2	-1.47094500	-0.35022500	-0.14009000	0.00000000
679	-21	-5	-1	-1.47094500	-0.35022500	-0.07004500	0.00000000
680	-21	-5	0	-1.47094500	-0.35022500	0.00000000	0.00001661
681	-21	-5	1	-1.47094500	-0.35022500	0.07004500	0.00000000
682	-21	-5	2	-1.47094500	-0.35022500	0.14009000	0.00000000
683	-21	-5	3	-1.47094500	-0.35022500	0.21013500	0.00000000
684	-21	-5	4	-1.47094500	-0.35022500	0.28018000	0.00000000
685	-21	-5	5	-1.47094500	-0.35022500	0.35022500	0.00015091
686	-21	-5	6	-1.47094500	-0.35022500	0.42027000	0.00000000
687	-21	-5	7	-1.47094500	-0.35022500	0.49031500	0.00000000
688	-21	-5	8	-1.47094500	-0.35022500	0.56036000	0.00000000
689	-21	-5	9	-1.47094500	-0.35022500	0.63040500	0.00000000
690	-21	-5	10	-1.47094500	-0.35022500	0.70045000	0.00001431
691	-21	-5	11	-1.47094500	-0.35022500	0.77049500	0.00000000
692	-21	-4	-11	-1.47094500	-0.28018000	-0.77049500	0.00000000
693	-21	-4	-10	-1.47094500	-0.28018000	-0.70045000	0.00000000
694	-21	-4	-9	-1.47094500	-0.28018000	-0.63040500	0.00000000
695	-21	-4	-8	-1.47094500	-0.28018000	-0.56036000	0.00000000
696	-21	-4	-7	-1.47094500	-0.28018000	-0.49031500	0.00000000
697	-21	-4	-6	-1.47094500	-0.28018000	-0.42027000	0.00000000
698	-21	-4	-5	-1.47094500	-0.28018000	-0.35022500	0.00000000
699	-21	-4	-4	-1.47094500	-0.28018000	-0.28018000	0.00000000
700	-21	-4	-3	-1.47094500	-0.28018000	-0.21013500	0.00000000
701	-21	-4	-2	-1.47094500	-0.28018000	-0.14009000	0.00000000
702	-21	-4	-1	-1.47094500	-0.28018000	-0.07004500	0.00000000
703	-21	-4	0	-1.47094500	-0.28018000	0.00000000	0.00000000
704	-21	-4	1	-1.47094500	-0.28018000	0.07004500	0.00000000
705	-21	-4	2	-1.47094500	-0.28018000	0.14009000	0.00000000
706	-21	-4	3	-1.47094500	-0.28018000	0.21013500	0.00000000
707	-21	-4	4	-1.47094500	-0.28018000	0.28018000	0.00000000
708	-21	-4	5	-1.47094500	-0.28018000	0.35022500	0.00000000
709	-21	-4	6	-1.47094500	-0.28018000	0.42027000	0.00000000
710	-21	-4	7	-1.47094500	-0.28018000	0.49031500	0.00000000
711	-21	-4	8	-1.47094500	-0.28018000	0.56036000	0.00000000
712	-21	-4	9	-1.47094500	-0.28018000	0.63040500	0.00000000
713	-21	-4	10	-1.47094500	-0.28018000	0.70045000	0.00000000
714	-21	-4	11	-1.47094500	-0.28018000	0.77049500	0.00000000
715	-21	-3	-11	-1.47094500	-0.21013500	-0.77049500	0.00000000
716	-21	-3	-10	-1.47094500	-0.21013500	-0.70045000	0.00000000
717	-21	-3	-9	-1.47094500	-0.21013500	-0.63040500	0.00000000
718	-21	-3	-8	-1.47094500	-0.21013500	-0.56036000	0.00000000
719	-21	-3	-7	-1.47094500	-0.21013500	-0.49031500	0.00000000
720	-21	-3	-6	-1.47094500	-0.21013500	-0.42027000	0.00000000
721	-21	-3	-5	-1.47094500	-0.21013500	-0.35022500	0.00000000
722	-21	-3	-4	-1.47094500	-0.21013500	-0.28018000	0.00000000
723	-21	-3	-3	-1.47094500	-0.21013500	-0.21013500	0.00000000
724	-21	-3	-2	-1.47094500	-0.21013500	-0.14009000	0.00000000
725	-21	-3	-1	-1.47094500	-0.21013500	-0.07004500	0.00000000
726	-21	-3	0	-1.47094500	-0.21013500	0.00000000	0.00000000
727	-21	-3	1	-1.47094500	-0.21013500	0.07004500	0.00000000
728	-21	-3	2	-1.47094500	-0.21013500	0.14009000	0.00000000
729	-21	-3	3	-1.47094500	-0.21013500	0.21013500	0.00000000
730	-21	-3	4	-1.47094500	-0.21013500	0.28018000	0.00000000
731	-21	-3	5	-1.47094500	-0.21013500	0.35022500	0.00000000
732	-21	-3	6	-1.47094500	-0.21013500	0.42027000	0.00000000
733	-21	-3	7	-1.47094500	-0.21013500	0.49031500	0.00000000
734	-21	-3	8	-1.47094500	-0.21013500	0.56036000	0.00000000
735	-21	-3	9	-1.47094500	-0.21013500	0.63040500	0.00000000
736	-21	-3	10	-1.47094500	-0.21013500	0.70045000	0.00000000
737	-21	-3	11	-1.47094500	-0.21013500	0.77049500	0.00000000
738	-21	-2	-12	-1.47094500	-0.14009000	-0.84054000	0.00000000
739	-21	-2	-11	-1.47094500	-0.14009000	-0.77049500	0.00000000
740	-21	-2	-10	-1.47094500	-0.14009000	-0.70045000	0.00000000
741	-21	-2	-9	-1.47094500	-0.14009000	-0.63040500	0.00000000
742	-21	-2	-8	-1.47094500	-0.14009000	-0.56036000	0.00000000
743	-21	-2	-7	-1.47094500	-0.14009000	-0.49031500	0.00000000
744	-21	-2	-6	-1.47094500	-0.14009000	-0.42027000	0.00000000
745	-21	-2	-5	-1.47094500	-0.14009000	-0.35022500	0.00000000
746	-21	-2	-4	-1.47094500	-0.14009000	-0.28018000	0.00000000
747	-21	-2	-3	-1.47094500	-0.14009000	-0.21013500	0.00000000
748	-21	-2	-2	-1.47094500	-0.14009000	-0.14009000	0.00000000
749	-21	-2	-1	-1.47094500	-0.14009000	-0.07004500	0.00000000
750	-21	-2	0	-1.47094500	-0.14009000	0.00000000	0.00000000
751	-21	-2	1	-1.47094500	-0.14009000	0.07004500	0.00000000
752	-21	-2	2	-1.47094500	-0.14009000	0.14009000	0.00000000
753	-21	-2	3	-1.47094500	-0.14009000	0.21013500	0.00000000
754	-21	-2	4	-1.47094500	-0.14009000	0.28018000	0.00000000
755	-21	-2	5	-1.47094500	-0.14009000	0.35022500	0.00000000
756	-21	-2	6	-1.47094500	-0.14009000	0.42027000	0.00000000
757	-21	-2	7	-1.47094500	-0.14009000	0.49031500	0.00000000
758	-21	-2	8	-1.47094500	-0.14009000	0.56036000	0.00000000
759	-21	-2	9	-1.47094500	-0.14009000	0.63040500	0.00000000
760	-21	-2	10	-1.47094500	-0.14009000	0.70045000	0.00000000
761	-21	-2	11	-1.47094500	-0.14009000	0.77049500	0.00000000
762	-21	-2	12	-1.47094500	-0.14009000	0.84054000	0.00000000
