# No.	h	k	l	K_0	K_1	K_2	Intensity
45281	9	-15	-8	0.63040500	-1.05067500	-0.56036000	0.00000000
45282	9	-15	-7	0.63040500	-1.05067500	-0.49031500	0.00000000
45283	9	-15	-6	0.63040500	-1.05067500	-0.42027000	0.00000000
45284	9	-15	-5	0.63040500	-1.05067500	-0.35022500	0.00003871
45285	9	-15	-4	0.63040500	-1.05067500	-0.28018000	0.00000000
45286	9	-15	-3	0.63040500	-1.05067500	-0.21013500	0.00000000
45287	9	-15	-2	0.63040500	-1.05067500	-0.14009000	0.00000000
45288	9	-15	-1	0.63040500	-1.05067500	-0.07004500	0.00000000
45289	9	-15	0	0.63040500	-1.05067500	0.00000000	0.00000439
45290	9	-15	1	0.63040500	-1.05067500	0.07004500	0.00000000
45291	9	-15	2	0.63040500	-1.05067500	0.14009000	0.00000000
45292	9	-15	3	0.63040500	-1.05067500	0.21013500	0.00000000
45293	9	-15	4	0.63040500	-1.05067500	0.28018000	0.00000000
45294	9	-15	5	0.63040500	-1.05067500	0.35022500	0.00003871
45295	9	-15	6	0.63040500	-1.05067500	0.42027000	0.00000000
45296	9	-15	7	0.63040500	-1.05067500	0.49031500	0.00000000
45297	9	-15	8	0.63040500	-1.05067500	0.56036000	0.00000000
45298	9	-15	9	0.63040500	-1.05067500	0.63040500	0.00000000
45299	9	-15	10	0.63040500	-1.05067500	0.70045000	0.00000342
45300	9	-15	11	0.63040500	-1.05067500	0.77049500	0.00000000
45301	9	-15	12	0.63040500	-1.05067500	0.84054000	0.00000000
45302	9	-15	13	0.63040500	-1.05067500	0.91058500	0.00000000
45303	9	-15	14	0.63040500	-1.05067500	0.98063000	0.00000000
45304	9	-15	15	0.63040500	-1.05067500	1.05067500	0.00002611
45305	9	-15	16	0.63040500	-1.05067500	1.12072000	0.00000000
45306	9	-14	-17	0.63040500	-0.98063000	-1.19076500	0.00000000
45307	9	-14	-16	0.63040500	-0.98063000	-1.12072000	0.00000000
45308	9	-14	-15	0.63040500	-0.98063000	-1.05067500	0.00000000
45309	9	-14	-14	0.63040500	-0.98063000	-0.98063000	0.00000000
45310	9	-14	-13	0.63040500	-0.98063000	-0.91058500	0.00000000
45311	9	-14	-12	0.63040500	-0.98063000	-0.84054000	0.00000000
45312	9	-14	-11	0.63040500	-0.98063000	-0.77049500	0.00000000
45313	9	-14	-10	0.63040500	-0.98063000	-0.70045000	0.00000000
45314	9	-14	-9	0.63040500	-0.98063000	-0.63040500	0.00000000
45315	9	-14	-8	0.63040500	-0.98063000	-0.56036000	0.00000000
45316	9	-14	-7	0.63040500	-0.98063000	-0.49031500	0.00000000
45317	9	-14	-6	0.63040500	-0.98063000	-0.42027000	0.00000000
45318	9	-14	-5	0.63040500	-0.98063000	-0.35022500	0.00000000
45319	9	-14	-4	0.63040500	-0.98063000	-0.28018000	0.00000000
45320	9	-14	-3	0.63040500	-0.98063000	-0.21013500	0.00000000
45321	9	-14	-2	0.63040500	-0.98063000	-0.14009000	0.00000000
45322	9	-14	-1	0.63040500	-0.98063000	-0.07004500	0.00000000
45323	9	-14	0	0.63040500	-0.98063000	0.00000000	0.00000000
45324	9	-14	1	0.63040500	-0.98063000	0.07004500	0.00000000
45325	9	-14	2	0.63040500	-0.98063000	0.14009000	0.00000000
45326	9	-14	3	0.63040500	-0.98063000	0.21013500	0.00000000
45327	9	-14	4	0.63040500	-0.98063000	0.28018000	0.00000000
45328	9	-14	5	0.63040500	-0.98063000	0.35022500	0.00000000
45329	9	-14	6	0.63040500	-0.98063000	0.42027000	0.00000000
45330	9	-14	7	0.63040500	-0.98063000	0.49031500	0.00000000
45331	9	-14	8	0.63040500	-0.98063000	0.56036000	0.00000000
45332	9	-14	9	0.63040500	-0.98063000	0.63040500	0.00000000
45333	9	-14	10	0.63040500	-0.98063000	0.70045000	0.00000000
45334	9	-14	11	0.63040500	-0.98063000	0.77049500	0.00000000
45335	9	-14	12	0.63040500	-0.98063000	0.84054000	0.00000000
45336	9	-14	13	0.63040500	-0.98063000	0.91058500	0.00000000
45337	9	-14	14	0.63040500	-0.98063000	0.98063000	0.00000000
45338	9	-14	15	0.63040500	-0.98063000	1.05067500	0.00000000
45339	9	-14	16	0.63040500	-0.98063000	1.12072000	0.00000000
45340	9	-14	17	0.63040500	-0.98063000	1.19076500	0.00000000
45341	9	-13	-18	0.63040500	-0.91058500	-1.26081000	0.00000000
45342	9	-13	-17	0.63040500	-0.91058500	-1.19076500	0.00000000
45343	9	-13	-16	0.63040500	-0.91058500	-1.12072000	0.00000000
45344	9	-13	-15	0.63040500	-0.91058500	-1.05067500	0.00000000
45345	9	-13	-14	0.63040500	-0.91058500	-0.98063000	0.00000000
45346	9	-13	-13	0.63040500	-0.91058500	-0.91058500	0.00000000
45347	9	-13	-12	0.63040500	-0.91058500	-0.84054000	0.00000000
45348	9	-13	-11	0.63040500	-0.91058500	-0.77049500	0.00000000
45349	9	-13	-10	0.63040500	-0.91058500	-0.70045000	0.00000000
45350	9	-13	-9	0.63040500	-0.91058500	-0.63040500	0.00000000
45351	9	-13	-8	0.63040500	-0.91058500	-0.56036000	0.00000000
45352	9	-13	-7	0.63040500	-0.91058500	-0.49031500	0.00000000
45353	9	-13	-6	0.63040500	-0.91058500	-0.42027000	0.00000000
45354	9	-13	-5	0.63040500	-0.91058500	-0.35022500	0.00000000
45355	9	-13	-4	0.63040500	-0.91058500	-0.28018000	0.00000000
45356	9	-13	-3	0.63040500	-0.91058500	-0.21013500	0.00000000
45357	9	-13	-2	0.63040500	-0.91058500	-0.14009000	0.00000000
45358	9	-13	-1	0.63040500	-0.91058500	-0.07004500	0.00000000
45359	9	-13	0	0.63040500	-0.91058500	0.00000000	0.00000000
45360	9	-13	1	0.63040500	-0.91058500	0.07004500	0.00000000
45361	9	-13	2	0.63040500	-0.91058500	0.14009000	0.00000000
45362	9	-13	3	0.63040500	-0.91058500	0.21013500	0.00000000
45363	9	-13	4	0.63040500	-0.91058500	0.28018000	0.00000000
45364	9	-13	5	0.63040500	-0.91058500	0.35022500	0.00000000
45365	9	-13	6	0.63040500	-0.91058500	0.42027000	0.00000000
45366	9	-13	7	0.63040500	-0.91058500	0.49031500	0.00000000
45367	9	-13	8	0.63040500	-0.91058500	0.56036000	0.00000000
45368	9	-13	9	0.63040500	-0.91058500	0.63040500	0.00000000
45369	9	-13	10	0.63040500	-0.91058500	0.70045000	0.00000000
45370	9	-13	11	0.63040500	-0.91058500	0.77049500	0.00000000
45371	9	-13	12	0.63040500	-0.91058500	0.84054000	0.00000000
45372	9	-13	13	0.63040500	-0.91058500	0.91058500	0.00000000
45373	9	-13	14	0.63040500	-0.91058500	0.98063000	0.00000000
45374	9	-13	15	0.63040500	-0.91058500	1.05067500	0.00000000
45375	9	-13	16	0.63040500	-0.91058500	1.12072000	0.00000000
45376	9	-13	17	0.63040500	-0.91058500	1.19076500	0.00000000
45377	9	-13	18	0.63040500	-0.91058500	1.26081000	0.00000000
45378	9	-12	-19	0.63040500	-0.84054000	-1.33085500	0.00000000
45379	9	-12	-18	0.63040500	-0.84054000	-1.26081000	0.00000000
45380	9	-12	-17	0.63040500	-0.84054000	-1.19076500	0.00000000
45381	9	-12	-16	0.63040500	-0.84054000	-1.12072000	0.00000000
45382	9	-12	-15	0.63040500	-0.84054000	-1.05067500	0.00000000
45383	9	-12	-14	0.63040500	-0.84054000	-0.98063000	0.00000000
45384	9	-12	-13	0.63040500	-0.84054000	-0.91058500	0.00000000
45385	9	-12	-12	0.63040500	-0.84054000	-0.84054000	0.00000000
45386	9	-12	-11	0.63040500	-0.84054000	-0.77049500	0.00000000
45387	9	-12	-10	0.63040500	-0.84054000	-0.70045000	0.00000000
45388	9	-12	-9	0.63040500	-0.84054000	-0.63040500	0.00000000
45389	9	-12	-8	0.63040500	-0.84054000	-0.56036000	0.00000000
45390	9	-12	-7	0.63040500	-0.84054000	-0.49031500	0.00000000
45391	9	-12	-6	0.63040500	-0.84054000	-0.42027000	0.00000000
45392	9	-12	-5	0.63040500	-0.84054000	-0.35022500	0.00000000
45393	9	-12	-4	0.63040500	-0.84054000	-0.28018000	0.00000000
45394	9	-12	-3	0.63040500	-0.84054000	-0.21013500	0.00000000
45395	9	-12	-2	0.63040500	-0.84054000	-0.14009000	0.00000000
45396	9	-12	-1	0.63040500	-0.84054000	-0.07004500	0.00000000
45397	9	-12	0	0.63040500	-0.84054000	0.00000000	0.00000000
45398	9	-12	1	0.63040500	-0.84054000	0.07004500	0.00000000
45399	9	-12	2	0.63040500	-0.84054000	0.14009000	0.00000000
45400	9	-12	3	0.63040500	-0.84054000	0.21013500	0.00000000
45401	9	-12	4	0.63040500	-0.84054000	0.28018000	0.00000000
45402	9	-12	5	0.63040500	-0.84054000	0.35022500	0.00000000
45403	9	-12	6	0.63040500	-0.84054000	0.42027000	0.00000000
45404	9	-12	7	0.63040500	-0.84054000	0.49031500	0.00000000
45405	9	-12	8	0.63040500	-0.84054000	0.56036000	0.00000000
45406	9	-12	9	0.63040500	-0.84054000	0.63040500	0.00000000
45407	9	-12	10	0.63040500	-0.84054000	0.70045000	0.00000000
45408	9	-12	11	0.63040500	-0.84054000	0.77049500	0.00000000
45409	9	-12	12	0.63040500	-0.84054000	0.84054000	0.00000000
45410	9	-12	13	0.63040500	-0.84054000	0.91058500	0.00000000
45411	9	-12	14	0.63040500	-0.84054000	0.98063000	0.00000000
45412	9	-12	15	0.63040500	-0.84054000	1.05067500	0.00000000
45413	9	-12	16	0.63040500	-0.84054000	1.12072000	0.00000000
45414	9	-12	17	0.63040500	-0.84054000	1.19076500	0.00000000
45415	9	-12	18	0.63040500	-0.84054000	1.26081000	0.00000000
45416	9	-12	19	0.63040500	-0.84054000	1.33085500	0.00000000
45417	9	-11	-19	0.63040500	-0.77049500	-1.33085500	0.00000000
45418	9	-11	-18	0.63040500	-0.77049500	-1.26081000	0.00000000
45419	9	-11	-17	0.63040500	-0.77049500	-1.19076500	0.00000000
45420	9	-11	-16	0.63040500	-0.77049500	-1.12072000	0.00000000
45421	9	-11	-15	0.63040500	-0.77049500	-1.05067500	0.00000000
45422	9	-11	-14	0.63040500	-0.77049500	-0.98063000	0.00000000
45423	9	-11	-13	0.63040500	-0.77049500	-0.91058500	0.00000000
45424	9	-11	-12	0.63040500	-0.77049500	-0.84054000	0.00000000
45425	9	-11	-11	0.63040500	-0.77049500	-0.77049500	0.00000000
45426	9	-11	-10	0.63040500	-0.77049500	-0.70045000	0.00000000
45427	9	-11	-9	0.63040500	-0.77049500	-0.63040500	0.00000000
45428	9	-11	-8	0.63040500	-0.77049500	-0.56036000	0.00000000
45429	9	-11	-7	0.63040500	-0.77049500	-0.49031500	0.00000000
45430	9	-11	-6	0.63040500	-0.77049500	-0.42027000	0.00000000
45431	9	-11	-5	0.63040500	-0.77049500	-0.35022500	0.00000000
45432	9	-11	-4	0.63040500	-0.77049500	-0.28018000	0.00000000
45433	9	-11	-3	0.63040500	-0.77049500	-0.21013500	0.00000000
45434	9	-11	-2	0.63040500	-0.77049500	-0.14009000	0.00000000
45435	9	-11	-1	0.63040500	-0.77049500	-0.07004500	0.00000000
45436	9	-11	0	0.63040500	-0.77049500	0.00000000	0.00000000
45437	9	-11	1	0.63040500	-0.77049500	0.07004500	0.00000000
45438	9	-11	2	0.63040500	-0.77049500	0.14009000	0.00000000
45439	9	-11	3	0.63040500	-0.77049500	0.21013500	0.00000000
45440	9	-11	4	0.63040500	-0.77049500	0.28018000	0.00000000
45441	9	-11	5	0.63040500	-0.77049500	0.35022500	0.00000000
45442	9	-11	6	0.63040500	-0.77049500	0.42027000	0.00000000
45443	9	-11	7	0.63040500	-0.77049500	0.49031500	0.00000000
45444	9	-11	8	0.63040500	-0.77049500	0.56036000	0.00000000
45445	9	-11	9	0.63040500	-0.77049500	0.63040500	0.00000000
45446	9	-11	10	0.63040500	-0.77049500	0.70045000	0.00000000
45447	9	-11	11	0.63040500	-0.77049500	0.77049500	0.00000000
45448	9	-11	12	0.63040500	-0.77049500	0.84054000	0.00000000
45449	9	-11	13	0.63040500	-0.77049500	0.91058500	0.00000000
45450	9	-11	14	0.63040500	-0.77049500	0.98063000	0.00000000
45451	9	-11	15	0.63040500	-0.77049500	1.05067500	0.00000000
45452	9	-11	16	0.63040500	-0.77049500	1.12072000	0.00000000
45453	9	-11	17	0.63040500	-0.77049500	1.19076500	0.00000000
45454	9	-11	18	0.63040500	-0.77049500	1.26081000	0.00000000
45455	9	-11	19	0.63040500	-0.77049500	1.33085500	0.00000000
45456	9	-10	-20	0.63040500	-0.70045000	-1.40090000	0.00002444
45457	9	-10	-19	0.63040500	-0.70045000	-1.33085500	0.00000000
45458	9	-10	-18	0.63040500	-0.70045000	-1.26081000	0.00000000
45459	9	-10	-17	0.63040500	-0.70045000	-1.19076500	0.00000000
45460	9	-10	-16	0.63040500	-0.70045000	-1.12072000	0.00000000
45461	9	-10	-15	0.63040500	-0.70045000	-1.05067500	0.00000342
45462	9	-10	-14	0.63040500	-0.70045000	-0.98063000	0.00000000
45463	9	-10	-13	0.63040500	-0.70045000	-0.91058500	0.00000000
45464	9	-10	-12	0.63040500	-0.70045000	-0.84054000	0.00000000
45465	9	-10	-11	0.63040500	-0.70045000	-0.77049500	0.00000000
45466	9	-10	-10	0.63040500	-0.70045000	-0.70045000	0.00004490
45467	9	-10	-9	0.63040500	-0.70045000	-0.63040500	0.00000000
45468	9	-10	-8	0.63040500	-0.70045000	-0.56036000	0.00000000
45469	9	-10	-7	0.63040500	-0.70045000	-0.49031500	0.00000000
45470	9	-10	-6	0.63040500	-0.70045000	-0.42027000	0.00000000
45471	9	-10	-5	0.63040500	-0.70045000	-0.35022500	0.00000627
45472	9	-10	-4	0.63040500	-0.70045000	-0.28018000	0.00000000
45473	9	-10	-3	0.63040500	-0.70045000	-0.21013500	0.00000000
45474	9	-10	-2	0.63040500	-0.70045000	-0.14009000	0.00000000
45475	9	-10	-1	0.63040500	-0.70045000	-0.07004500	0.00000000
45476	9	-10	0	0.63040500	-0.70045000	0.00000000	0.00006652
45477	9	-10	1	0.63040500	-0.70045000	0.07004500	0.00000000
45478	9	-10	2	0.63040500	-0.70045000	0.14009000	0.00000000
45479	9	-10	3	0.63040500	-0.70045000	0.21013500	0.00000000
45480	9	-10	4	0.63040500	-0.70045000	0.28018000	0.00000000
45481	9	-10	5	0.63040500	-0.70045000	0.35022500	0.00000627
45482	9	-10	6	0.63040500	-0.70045000	0.42027000	0.00000000
45483	9	-10	7	0.63040500	-0.70045000	0.49031500	0.00000000
45484	9	-10	8	0.63040500	-0.70045000	0.56036000	0.00000000
45485	9	-10	9	0.63040500	-0.70045000	0.63040500	0.00000000
45486	9	-10	10	0.63040500	-0.70045000	0.70045000	0.00004490
45487	9	-10	11	0.63040500	-0.70045000	0.77049500	0.00000000
45488	9	-10	12	0.63040500	-0.70045000	0.84054000	0.00000000
45489	9	-10	13	0.63040500	-0.70045000	0.91058500	0.00000000
45490	9	-10	14	0.63040500	-0.70045000	0.98063000	0.00000000
45491	9	-10	15	0.63040500	-0.70045000	1.05067500	0.00000342
45492	9	-10	16	0.63040500	-0.70045000	1.12072000	0.00000000
45493	9	-10	17	0.63040500	-0.70045000	1.19076500	0.00000000
45494	9	-10	18	0.63040500	-0.70045000	1.26081000	0.00000000
45495	9	-10	19	0.63040500	-0.70045000	1.33085500	0.00000000
45496	9	-10	20	0.63040500	-0.70045000	1.40090000	0.00002444
45497	9	-9	-20	0.63040500	-0.63040500	-1.40090000	0.00000000
45498	9	-9	-19	0.63040500	-0.63040500	-1.33085500	0.00000000
45499	9	-9	-18	0.63040500	-0.63040500	-1.26081000	0.00000000
45500	9	-9	-17	0.63040500	-0.63040500	-1.19076500	0.00000000
45501	9	-9	-16	0.63040500	-0.63040500	-1.12072000	0.00000000
45502	9	-9	-15	0.63040500	-0.63040500	-1.05067500	0.00000000
45503	9	-9	-14	0.63040500	-0.63040500	-0.98063000	0.00000000
45504	9	-9	-13	0.63040500	-0.63040500	-0.91058500	0.00000000
45505	9	-9	-12	0.63040500	-0.63040500	-0.84054000	0.00000000
45506	9	-9	-11	0.63040500	-0.63040500	-0.77049500	0.00000000
45507	9	-9	-10	0.63040500	-0.63040500	-0.70045000	0.00000000
45508	9	-9	-9	0.63040500	-0.63040500	-0.63040500	0.00000000
45509	9	-9	-8	0.63040500	-0.63040500	-0.56036000	0.00000000
45510	9	-9	-7	0.63040500	-0.63040500	-0.49031500	0.00000000
45511	9	-9	-6	0.63040500	-0.63040500	-0.42027000	0.00000000
45512	9	-9	-5	0.63040500	-0.63040500	-0.35022500	0.00000000
45513	9	-9	-4	0.63040500	-0.63040500	-0.28018000	0.00000000
45514	9	-9	-3	0.63040500	-0.63040500	-0.21013500	0.00000000
45515	9	-9	-2	0.63040500	-0.63040500	-0.14009000	0.00000000
45516	9	-9	-1	0.63040500	-0.63040500	-0.07004500	0.00000000
45517	9	-9	0	0.63040500	-0.63040500	0.00000000	0.00000000
45518	9	-9	1	0.63040500	-0.63040500	0.07004500	0.00000000
45519	9	-9	2	0.63040500	-0.63040500	0.14009000	0.00000000
45520	9	-9	3	0.63040500	-0.63040500	0.21013500	0.00000000
45521	9	-9	4	0.63040500	-0.63040500	0.28018000	0.00000000
45522	9	-9	5	0.63040500	-0.63040500	0.35022500	0.00000000
45523	9	-9	6	0.63040500	-0.63040500	0.42027000	0.00000000
45524	9	-9	7	0.63040500	-0.63040500	0.49031500	0.00000000
45525	9	-9	8	0.63040500	-0.63040500	0.56036000	0.00000000
45526	9	-9	9	0.63040500	-0.63040500	0.63040500	0.00000000
45527	9	-9	10	0.63040500	-0.63040500	0.70045000	0.00000000
45528	9	-9	11	0.63040500	-0.63040500	0.77049500	0.00000000
45529	9	-9	12	0.63040500	-0.63040500	0.84054000	0.00000000
45530	9	-9	13	0.63040500	-0.63040500	0.91058500	0.00000000
45531	9	-9	14	0.63040500	-0.63040500	0.98063000	0.00000000
45532	9	-9	15	0.63040500	-0.63040500	1.05067500	0.00000000
45533	9	-9	16	0.63040500	-0.63040500	1.12072000	0.00000000
45534	9	-9	17	0.63040500	-0.63040500	1.19076500	0.00000000
45535	9	-9	18	0.63040500	-0.63040500	1.26081000	0.00000000
45536	9	-9	19	0.63040500	-0.63040500	1.33085500	0.00000000
45537	9	-9	20	0.63040500	-0.63040500	1.40090000	0.00000000
45538	9	-8	-21	0.63040500	-0.56036000	-1.47094500	0.00000000
45539	9	-8	-20	0.63040500	-0.56036000	-1.40090000	0.00000000
45540	9	-8	-19	0.63040500	-0.56036000	-1.33085500	0.00000000
45541	9	-8	-18	0.63040500	-0.56036000	-1.26081000	0.00000000
45542	9	-8	-17	0.63040500	-0.56036000	-1.19076500	0.00000000
45543	9	-8	-16	0.63040500	-0.56036000	-1.12072000	0.00000000
45544	9	-8	-15	0.63040500	-0.56036000	-1.05067500	0.00000000
45545	9	-8	-14	0.63040500	-0.56036000	-0.98063000	0.00000000
45546	9	-8	-13	0.63040500	-0.56036000	-0.91058500	0.00000000
45547	9	-8	-12	0.63040500	-0.56036000	-0.84054000	0.00000000
45548	9	-8	-11	0.63040500	-0.56036000	-0.77049500	0.00000000
45549	9	-8	-10	0.63040500	-0.56036000	-0.70045000	0.00000000
45550	9	-8	-9	0.63040500	-0.56036000	-0.63040500	0.00000000
45551	9	-8	-8	0.63040500	-0.56036000	-0.56036000	0.00000000
45552	9	-8	-7	0.63040500	-0.56036000	-0.49031500	0.00000000
45553	9	-8	-6	0.63040500	-0.56036000	-0.42027000	0.00000000
45554	9	-8	-5	0.63040500	-0.56036000	-0.35022500	0.00000000
45555	9	-8	-4	0.63040500	-0.56036000	-0.28018000	0.00000000
45556	9	-8	-3	0.63040500	-0.56036000	-0.21013500	0.00000000
45557	9	-8	-2	0.63040500	-0.56036000	-0.14009000	0.00000000
45558	9	-8	-1	0.63040500	-0.56036000	-0.07004500	0.00000000
45559	9	-8	0	0.63040500	-0.56036000	0.00000000	0.00000000
45560	9	-8	1	0.63040500	-0.56036000	0.07004500	0.00000000
45561	9	-8	2	0.63040500	-0.56036000	0.14009000	0.00000000
45562	9	-8	3	0.63040500	-0.56036000	0.21013500	0.00000000
45563	9	-8	4	0.63040500	-0.56036000	0.28018000	0.00000000
45564	9	-8	5	0.63040500	-0.56036000	0.35022500	0.00000000
45565	9	-8	6	0.63040500	-0.56036000	0.42027000	0.00000000
45566	9	-8	7	0.63040500	-0.56036000	0.49031500	0.00000000
45567	9	-8	8	0.63040500	-0.56036000	0.56036000	0.00000000
45568	9	-8	9	0.63040500	-0.56036000	0.63040500	0.00000000
45569	9	-8	10	0.63040500	-0.56036000	0.70045000	0.00000000
45570	9	-8	11	0.63040500	-0.56036000	0.77049500	0.00000000
45571	9	-8	12	0.63040500	-0.56036000	0.84054000	0.00000000
45572	9	-8	13	0.63040500	-0.56036000	0.91058500	0.00000000
45573	9	-8	14	0.63040500	-0.56036000	0.98063000	0.00000000
45574	9	-8	15	0.63040500	-0.56036000	1.05067500	0.00000000
45575	9	-8	16	0.63040500	-0.56036000	1.12072000	0.00000000
45576	9	-8	17	0.63040500	-0.56036000	1.19076500	0.00000000
45577	9	-8	18	0.63040500	-0.56036000	1.26081000	0.00000000
45578	9	-8	19	0.63040500	-0.56036000	1.33085500	0.00000000
45579	9	-8	20	0.63040500	-0.56036000	1.40090000	0.00000000
45580	9	-8	21	0.63040500	-0.56036000	1.47094500	0.00000000
45581	9	-7	-21	0.63040500	-0.49031500	-1.47094500	0.00000000
45582	9	-7	-20	0.63040500	-0.49031500	-1.40090000	0.00000000
45583	9	-7	-19	0.63040500	-0.49031500	-1.33085500	0.00000000
45584	9	-7	-18	0.63040500	-0.49031500	-1.26081000	0.00000000
45585	9	-7	-17	0.63040500	-0.49031500	-1.19076500	0.00000000
45586	9	-7	-16	0.63040500	-0.49031500	-1.12072000	0.00000000
45587	9	-7	-15	0.63040500	-0.49031500	-1.05067500	0.00000000
45588	9	-7	-14	0.63040500	-0.49031500	-0.98063000	0.00000000
45589	9	-7	-13	0.63040500	-0.49031500	-0.91058500	0.00000000
45590	9	-7	-12	0.63040500	-0.49031500	-0.84054000	0.00000000
45591	9	-7	-11	0.63040500	-0.49031500	-0.77049500	0.00000000
45592	9	-7	-10	0.63040500	-0.49031500	-0.70045000	0.00000000
45593	9	-7	-9	0.63040500	-0.49031500	-0.63040500	0.00000000
45594	9	-7	-8	0.63040500	-0.49031500	-0.56036000	0.00000000
45595	9	-7	-7	0.63040500	-0.49031500	-0.49031500	0.00000000
45596	9	-7	-6	0.63040500	-0.49031500	-0.42027000	0.00000000
45597	9	-7	-5	0.63040500	-0.49031500	-0.35022500	0.00000000
45598	9	-7	-4	0.63040500	-0.49031500	-0.28018000	0.00000000
45599	9	-7	-3	0.63040500	-0.49031500	-0.21013500	0.00000000
45600	9	-7	-2	0.63040500	-0.49031500	-0.14009000	0.00000000
45601	9	-7	-1	0.63040500	-0.49031500	-0.07004500	0.00000000
45602	9	-7	0	0.63040500	-0.49031500	0.00000000	0.00000000
45603	9	-7	1	0.63040500	-0.49031500	0.07004500	0.00000000
45604	9	-7	2	0.63040500	-0.49031500	0.14009000	0.00000000
45605	9	-7	3	0.63040500	-0.49031500	0.21013500	0.00000000
45606	9	-7	4	0.63040500	-0.49031500	0.28018000	0.00000000
45607	9	-7	5	0.63040500	-0.49031500	0.35022500	0.00000000
45608	9	-7	6	0.63040500	-0.49031500	0.42027000	0.00000000
45609	9	-7	7	0.63040500	-0.49031500	0.49031500	0.00000000
45610	9	-7	8	0.63040500	-0.49031500	0.56036000	0.00000000
45611	9	-7	9	0.63040500	-0.49031500	0.63040500	0.00000000
45612	9	-7	10	0.63040500	-0.49031500	0.70045000	0.00000000
45613	9	-7	11	0.63040500	-0.49031500	0.77049500	0.00000000
45614	9	-7	12	0.63040500	-0.49031500	0.84054000	0.00000000
45615	9	-7	13	0.63040500	-0.49031500	0.91058500	0.00000000
45616	9	-7	14	0.63040500	-0.49031500	0.98063000	0.00000000
45617	9	-7	15	0.63040500	-0.49031500	1.05067500	0.00000000
45618	9	-7	16	0.63040500	-0.49031500	1.12072000	0.00000000
45619	9	-7	17	0.63040500	-0.49031500	1.19076500	0.00000000
45620	9	-7	18	0.63040500	-0.49031500	1.26081000	0.00000000
45621	9	-7	19	0.63040500	-0.49031500	1.33085500	0.00000000
45622	9	-7	20	0.63040500	-0.49031500	1.40090000	0.00000000
45623	9	-7	21	0.63040500	-0.49031500	1.47094500	0.00000000
45624	9	-6	-21	0.63040500	-0.42027000	-1.47094500	0.00000000
45625	9	-6	-20	0.63040500	-0.42027000	-1.40090000	0.00000000
45626	9	-6	-19	0.63040500	-0.42027000	-1.33085500	0.00000000
45627	9	-6	-18	0.63040500	-0.42027000	-1.26081000	0.00000000
45628	9	-6	-17	0.63040500	-0.42027000	-1.19076500	0.00000000
45629	9	-6	-16	0.63040500	-0.42027000	-1.12072000	0.00000000
45630	9	-6	-15	0.63040500	-0.42027000	-1.05067500	0.00000000
45631	9	-6	-14	0.63040500	-0.42027000	-0.98063000	0.00000000
45632	9	-6	-13	0.63040500	-0.42027000	-0.91058500	0.00000000
45633	9	-6	-12	0.63040500	-0.42027000	-0.84054000	0.00000000
45634	9	-6	-11	0.63040500	-0.42027000	-0.77049500	0.00000000
45635	9	-6	-10	0.63040500	-0.42027000	-0.70045000	0.00000000
45636	9	-6	-9	0.63040500	-0.42027000	-0.63040500	0.00000000
45637	9	-6	-8	0.63040500	-0.42027000	-0.56036000	0.00000000
45638	9	-6	-7	0.63040500	-0.42027000	-0.49031500	0.00000000
45639	9	-6	-6	0.63040500	-0.42027000	-0.42027000	0.00000000
45640	9	-6	-5	0.63040500	-0.42027000	-0.35022500	0.00000000
45641	9	-6	-4	0.63040500	-0.42027000	-0.28018000	0.00000000
45642	9	-6	-3	0.63040500	-0.42027000	-0.21013500	0.00000000
45643	9	-6	-2	0.63040500	-0.42027000	-0.14009000	0.00000000
45644	9	-6	-1	0.63040500	-0.42027000	-0.07004500	0.00000000
45645	9	-6	0	0.63040500	-0.42027000	0.00000000	0.00000000
45646	9	-6	1	0.63040500	-0.42027000	0.07004500	0.00000000
45647	9	-6	2	0.63040500	-0.42027000	0.14009000	0.00000000
45648	9	-6	3	0.63040500	-0.42027000	0.21013500	0.00000000
45649	9	-6	4	0.63040500	-0.42027000	0.28018000	0.00000000
45650	9	-6	5	0.63040500	-0.42027000	0.35022500	0.00000000
45651	9	-6	6	0.63040500	-0.42027000	0.42027000	0.00000000
45652	9	-6	7	0.63040500	-0.42027000	0.49031500	0.00000000
45653	9	-6	8	0.63040500	-0.42027000	0.56036000	0.00000000
45654	9	-6	9	0.63040500	-0.42027000	0.63040500	0.00000000
45655	9	-6	10	0.63040500	-0.42027000	0.70045000	0.00000000
45656	9	-6	11	0.63040500	-0.42027000	0.77049500	0.00000000
45657	9	-6	12	0.63040500	-0.42027000	0.84054000	0.00000000
45658	9	-6	13	0.63040500	-0.42027000	0.91058500	0.00000000
45659	9	-6	14	0.63040500	-0.42027000	0.98063000	0.00000000
45660	9	-6	15	0.63040500	-0.42027000	1.05067500	0.00000000
45661	9	-6	16	0.63040500	-0.42027000	1.12072000	0.00000000
45662	9	-6	17	0.63040500	-0.42027000	1.19076500	0.00000000
45663	9	-6	18	0.63040500	-0.42027000	1.26081000	0.00000000
45664	9	-6	19	0.63040500	-0.42027000	1.33085500	0.00000000
45665	9	-6	20	0.63040500	-0.42027000	1.40090000	0.00000000
45666	9	-6	21	0.63040500	-0.42027000	1.47094500	0.00000000
45667	9	-5	-21	0.63040500	-0.35022500	-1.47094500	0.00000000
45668	9	-5	-20	0.63040500	-0.35022500	-1.40090000	0.00000286
